automata_inclusion 107
bool_comb 562
email_filter 488
ltl_afa 895
noodler 10478
stranger_afa 2971
automata_inclusion 88
bool_comb 152
email_filter 4
ltl_afa 4250
noodler 11960
stranger_afa 3093
automata_inclusion 54
bool_comb 62
email_filter 412
ltl_afa 5392
noodler 5464
stranger_afa 2466
automata_inclusion 129
bool_comb 197
email_filter 269
ltl_afa 1960
noodler 933
stranger_afa 2516
automata_inclusion 102
bool_comb 290
email_filter 358
ltl_afa 4804
noodler 4323
stranger_afa 909
automata_inclusion 106
bool_comb 1
email_filter 461
ltl_afa 4388
noodler 13591
stranger_afa 600
automata_inclusion 120
bool_comb 425
email_filter 29
ltl_afa 3040
noodler 3245
stranger_afa 3433
automata_inclusion 80
bool_comb 187
email_filter 43
ltl_afa 6410
noodler 1515
stranger_afa 2580
automata_inclusion 130
bool_comb 497
email_filter 270
ltl_afa 3969
noodler 12983
stranger_afa 828
automata_inclusion 124
bool_comb 341
email_filter 160
ltl_afa 1002
noodler 3707
stranger_afa 2646
automata_inclusion 51
bool_comb 314
email_filter 340
ltl_afa 5104
noodler 2964
stranger_afa 3909
automata_inclusion 20
bool_comb 151
email_filter 18
ltl_afa 2581
noodler 10815
stranger_afa 1866
automata_inclusion 53
bool_comb 113
email_filter 443
ltl_afa 3986
noodler 920
stranger_afa 3424
automata_inclusion 76
bool_comb 24
email_filter 78
ltl_afa 6077
noodler 7219
stranger_afa 199
automata_inclusion 110
bool_comb 362
email_filter 98
ltl_afa 4211
noodler 12492
stranger_afa 915
automata_inclusion 12
bool_comb 624
email_filter 232
ltl_afa 6124
noodler 11777
stranger_afa 3540
automata_inclusion 32
bool_comb 209
email_filter 433
ltl_afa 724
noodler 11056
stranger_afa 2190
automata_inclusion 57
bool_comb 438
email_filter 254
ltl_afa 1804
noodler 4586
stranger_afa 42
automata_inclusion 40
bool_comb 254
email_filter 108
ltl_afa 4811
noodler 8675
stranger_afa 922
automata_inclusion 81
bool_comb 308
email_filter 228
ltl_afa 1792
noodler 7727
stranger_afa 2685
automata_inclusion 26
bool_comb 402
email_filter 495
ltl_afa 2074
noodler 9706
stranger_afa 2112
automata_inclusion 73
bool_comb 396
email_filter 293
ltl_afa 5638
noodler 2364
stranger_afa 877
automata_inclusion 58
bool_comb 90
email_filter 327
ltl_afa 299
noodler 8731
stranger_afa 1181
automata_inclusion 91
bool_comb 394
email_filter 426
ltl_afa 1607
noodler 12484
stranger_afa 3844
automata_inclusion 123
bool_comb 634
email_filter 115
ltl_afa 4530
noodler 7917
stranger_afa 561
automata_inclusion 105
bool_comb 87
email_filter 40
ltl_afa 688
noodler 4659
stranger_afa 3790
automata_inclusion 66
bool_comb 183
email_filter 453
ltl_afa 626
noodler 4504
stranger_afa 947
automata_inclusion 90
bool_comb 305
email_filter 494
ltl_afa 5912
noodler 13404
stranger_afa 3649
automata_inclusion 49
bool_comb 265
email_filter 363
ltl_afa 2525
noodler 7668
stranger_afa 3263
automata_inclusion 71
bool_comb 210
email_filter 89
ltl_afa 5480
noodler 4511
stranger_afa 311
automata_inclusion 115
bool_comb 274
email_filter 271
ltl_afa 495
noodler 10285
stranger_afa 1576
automata_inclusion 13
bool_comb 364
email_filter 378
ltl_afa 5276
noodler 2684
stranger_afa 1430
automata_inclusion 46
bool_comb 25
email_filter 206
ltl_afa 793
noodler 10605
stranger_afa 1630
automata_inclusion 55
bool_comb 135
email_filter 34
ltl_afa 3919
noodler 10614
stranger_afa 772
automata_inclusion 24
bool_comb 538
email_filter 377
ltl_afa 1096
noodler 3577
stranger_afa 3409
automata_inclusion 126
bool_comb 77
email_filter 77
ltl_afa 1470
noodler 13806
stranger_afa 2603
automata_inclusion 83
bool_comb 15
email_filter 325
ltl_afa 1103
noodler 11234
stranger_afa 2151
automata_inclusion 38
bool_comb 101
email_filter 104
ltl_afa 112
noodler 620
stranger_afa 540
automata_inclusion 96
bool_comb 71
email_filter 466
ltl_afa 1780
noodler 10268
stranger_afa 301
automata_inclusion 114
bool_comb 595
email_filter 47
ltl_afa 6581
noodler 4702
stranger_afa 3602
automata_inclusion 94
bool_comb 637
email_filter 208
ltl_afa 2230
noodler 5381
stranger_afa 315
automata_inclusion 19
bool_comb 380
email_filter 275
ltl_afa 4876
noodler 6881
stranger_afa 992
automata_inclusion 132
bool_comb 467
email_filter 166
ltl_afa 5859
noodler 10190
stranger_afa 813
automata_inclusion 44
bool_comb 475
email_filter 15
ltl_afa 667
noodler 9988
stranger_afa 3014
automata_inclusion 31
bool_comb 471
email_filter 93
ltl_afa 6929
noodler 13418
stranger_afa 118
automata_inclusion 14
bool_comb 593
email_filter 430
ltl_afa 4408
noodler 3896
stranger_afa 1506
automata_inclusion 92
bool_comb 373
email_filter 268
ltl_afa 3527
noodler 700
stranger_afa 3717
automata_inclusion 10
bool_comb 588
email_filter 165
ltl_afa 567
noodler 1073
stranger_afa 1761
automata_inclusion 56
bool_comb 177
email_filter 284
ltl_afa 6340
noodler 7436
stranger_afa 690
automata_inclusion 121
bool_comb 424
email_filter 57
ltl_afa 1092
noodler 777
stranger_afa 1602
automata_inclusion 67
bool_comb 346
email_filter 404
ltl_afa 3497
noodler 12367
stranger_afa 3557
automata_inclusion 7
bool_comb 524
email_filter 150
ltl_afa 5594
noodler 1739
stranger_afa 2983
automata_inclusion 93
bool_comb 109
email_filter 62
ltl_afa 6347
noodler 3592
stranger_afa 347
automata_inclusion 35
bool_comb 299
email_filter 186
ltl_afa 4825
noodler 8519
stranger_afa 603
automata_inclusion 118
bool_comb 358
email_filter 113
ltl_afa 3466
noodler 4509
stranger_afa 116
automata_inclusion 109
bool_comb 522
email_filter 5
ltl_afa 2171
noodler 6357
stranger_afa 1873
automata_inclusion 69
bool_comb 517
email_filter 63
ltl_afa 6827
noodler 5822
stranger_afa 1893
automata_inclusion 59
bool_comb 321
email_filter 69
ltl_afa 4710
noodler 8300
stranger_afa 68
automata_inclusion 99
bool_comb 547
email_filter 54
ltl_afa 116
noodler 10949
stranger_afa 2559
automata_inclusion 112
bool_comb 164
email_filter 87
ltl_afa 4071
noodler 5356
stranger_afa 552
automata_inclusion 75
bool_comb 194
email_filter 359
ltl_afa 2613
noodler 6360
stranger_afa 2805
automata_inclusion 131
bool_comb 590
email_filter 361
ltl_afa 2478
noodler 13670
stranger_afa 1881
automata_inclusion 34
bool_comb 176
email_filter 80
ltl_afa 552
noodler 4624
stranger_afa 1393
automata_inclusion 122
bool_comb 447
email_filter 294
ltl_afa 1113
noodler 3352
stranger_afa 1002
automata_inclusion 133
bool_comb 114
email_filter 386
ltl_afa 6908
noodler 864
stranger_afa 2289
automata_inclusion 3
bool_comb 264
email_filter 403
ltl_afa 5472
noodler 9250
stranger_afa 202
automata_inclusion 72
bool_comb 7
email_filter 350
ltl_afa 975
noodler 10493
stranger_afa 2592
automata_inclusion 68
bool_comb 392
email_filter 263
ltl_afa 5275
noodler 4924
stranger_afa 361
automata_inclusion 70
bool_comb 58
email_filter 417
ltl_afa 6510
noodler 10098
stranger_afa 3148
automata_inclusion 63
bool_comb 88
email_filter 244
ltl_afa 1079
noodler 1514
stranger_afa 3013
automata_inclusion 5
bool_comb 125
email_filter 300
ltl_afa 3913
noodler 3694
stranger_afa 1470
automata_inclusion 16
bool_comb 11
email_filter 203
ltl_afa 777
noodler 11694
stranger_afa 3596
automata_inclusion 39
bool_comb 463
email_filter 111
ltl_afa 3180
noodler 8152
stranger_afa 2338
automata_inclusion 103
bool_comb 179
email_filter 105
ltl_afa 5700
noodler 2484
stranger_afa 895
automata_inclusion 29
bool_comb 61
email_filter 137
ltl_afa 146
noodler 1483
stranger_afa 156
automata_inclusion 48
bool_comb 554
email_filter 199
ltl_afa 3494
noodler 6949
stranger_afa 3370
automata_inclusion 65
bool_comb 385
email_filter 51
ltl_afa 7042
noodler 6038
stranger_afa 204
automata_inclusion 125
bool_comb 363
email_filter 83
ltl_afa 6684
noodler 11573
stranger_afa 2612
automata_inclusion 52
bool_comb 134
email_filter 38
ltl_afa 4332
noodler 2133
stranger_afa 2395
automata_inclusion 9
bool_comb 247
email_filter 243
ltl_afa 1246
noodler 12255
stranger_afa 2648
automata_inclusion 78
bool_comb 231
email_filter 439
ltl_afa 2630
noodler 10939
stranger_afa 1965
automata_inclusion 45
bool_comb 459
email_filter 8
ltl_afa 1440
noodler 12779
stranger_afa 810
automata_inclusion 127
bool_comb 289
email_filter 82
ltl_afa 380
noodler 3145
stranger_afa 1032
automata_inclusion 23
bool_comb 186
email_filter 95
ltl_afa 1624
noodler 1737
stranger_afa 1998
automata_inclusion 134
bool_comb 60
email_filter 445
ltl_afa 3573
noodler 9539
stranger_afa 3446
automata_inclusion 2
bool_comb 280
email_filter 162
ltl_afa 3992
noodler 10975
stranger_afa 2753
automata_inclusion 60
bool_comb 334
email_filter 414
ltl_afa 2073
noodler 9726
stranger_afa 2335
automata_inclusion 18
bool_comb 287
email_filter 210
ltl_afa 6464
noodler 13151
stranger_afa 3688
automata_inclusion 15
bool_comb 107
email_filter 163
ltl_afa 4689
noodler 13753
stranger_afa 3988
automata_inclusion 79
bool_comb 253
email_filter 161
ltl_afa 6368
noodler 1708
stranger_afa 453
automata_inclusion 86
bool_comb 410
email_filter 44
ltl_afa 6106
noodler 641
stranger_afa 2759
automata_inclusion 104
bool_comb 409
email_filter 481
ltl_afa 2422
noodler 8591
stranger_afa 1653
automata_inclusion 116
bool_comb 441
email_filter 3
ltl_afa 2014
noodler 2599
stranger_afa 1675
automata_inclusion 128
bool_comb 266
email_filter 456
ltl_afa 6185
noodler 11964
stranger_afa 385
automata_inclusion 25
bool_comb 574
email_filter 398
ltl_afa 2024
noodler 11272
stranger_afa 1459
automata_inclusion 84
bool_comb 633
email_filter 253
ltl_afa 4502
noodler 8492
stranger_afa 398
automata_inclusion 27
bool_comb 641
email_filter 207
ltl_afa 3235
noodler 87
stranger_afa 3577
automata_inclusion 119
bool_comb 241
email_filter 97
ltl_afa 607
noodler 9599
stranger_afa 1590
automata_inclusion 97
bool_comb 0
email_filter 24
ltl_afa 219
noodler 474
stranger_afa 2754
automata_inclusion 6
bool_comb 458
email_filter 138
ltl_afa 3153
noodler 13837
stranger_afa 1067
automata_inclusion 62
bool_comb 157
email_filter 356
ltl_afa 5335
noodler 7184
stranger_afa 642
automata_inclusion 64
bool_comb 124
email_filter 178
ltl_afa 5124
noodler 12509
stranger_afa 2854
automata_inclusion 41
bool_comb 569
email_filter 60
ltl_afa 6873
noodler 5327
stranger_afa 1397
automata_inclusion 0
bool_comb 466
email_filter 290
ltl_afa 1691
noodler 12713
stranger_afa 1656
bool_comb 618
email_filter 431
ltl_afa 86
noodler 13349
stranger_afa 3067
bool_comb 581
email_filter 469
ltl_afa 4088
noodler 10503
stranger_afa 2052
bool_comb 185
email_filter 240
ltl_afa 775
noodler 1892
stranger_afa 3152
bool_comb 18
email_filter 331
ltl_afa 1987
noodler 1627
stranger_afa 3853
bool_comb 286
email_filter 219
ltl_afa 1893
noodler 12430
stranger_afa 1150
bool_comb 295
email_filter 86
ltl_afa 596
noodler 2752
stranger_afa 2774
bool_comb 63
email_filter 215
ltl_afa 1639
noodler 5485
stranger_afa 850
bool_comb 619
email_filter 292
ltl_afa 2865
noodler 1019
stranger_afa 1277
bool_comb 340
email_filter 170
ltl_afa 3323
noodler 8374
stranger_afa 1500
bool_comb 53
email_filter 221
ltl_afa 6222
noodler 6130
stranger_afa 2970
bool_comb 146
email_filter 260
ltl_afa 4150
noodler 10631
stranger_afa 3027
bool_comb 229
email_filter 384
ltl_afa 5512
noodler 9356
stranger_afa 598
bool_comb 12
email_filter 373
ltl_afa 417
noodler 10685
stranger_afa 1257
bool_comb 16
email_filter 462
ltl_afa 988
noodler 1802
stranger_afa 2294
bool_comb 216
email_filter 498
ltl_afa 429
noodler 4852
stranger_afa 2551
bool_comb 365
email_filter 32
ltl_afa 4200
noodler 1511
stranger_afa 2437
bool_comb 228
email_filter 435
ltl_afa 2979
noodler 12840
stranger_afa 3482
bool_comb 542
email_filter 55
ltl_afa 1864
noodler 741
stranger_afa 277
bool_comb 206
email_filter 52
ltl_afa 5267
noodler 3317
stranger_afa 3339
bool_comb 456
email_filter 266
ltl_afa 28
noodler 8310
stranger_afa 1992
bool_comb 404
email_filter 220
ltl_afa 1399
noodler 8993
stranger_afa 1179
bool_comb 132
email_filter 383
ltl_afa 5789
noodler 5153
stranger_afa 3068
bool_comb 35
email_filter 265
ltl_afa 4537
noodler 11265
stranger_afa 340
bool_comb 4
email_filter 6
ltl_afa 6942
noodler 10816
stranger_afa 3662
bool_comb 292
email_filter 133
ltl_afa 117
noodler 1755
stranger_afa 2001
bool_comb 79
email_filter 396
ltl_afa 5201
noodler 4489
stranger_afa 3887
bool_comb 592
email_filter 182
ltl_afa 2094
noodler 12619
stranger_afa 92
bool_comb 557
email_filter 229
ltl_afa 2219
noodler 6105
stranger_afa 2807
bool_comb 423
email_filter 197
ltl_afa 2064
noodler 3123
stranger_afa 3442
bool_comb 357
email_filter 112
ltl_afa 4900
noodler 7421
stranger_afa 273
bool_comb 349
email_filter 400
ltl_afa 1794
noodler 7711
stranger_afa 660
bool_comb 418
email_filter 251
ltl_afa 4199
noodler 5828
stranger_afa 3725
bool_comb 40
email_filter 477
ltl_afa 1814
noodler 1460
stranger_afa 447
bool_comb 537
email_filter 164
ltl_afa 1698
noodler 10950
stranger_afa 1548
bool_comb 544
email_filter 480
ltl_afa 6735
noodler 3297
stranger_afa 2146
bool_comb 613
email_filter 315
ltl_afa 4386
noodler 6573
stranger_afa 1736
bool_comb 454
email_filter 305
ltl_afa 1070
noodler 5172
stranger_afa 1655
bool_comb 121
email_filter 425
ltl_afa 5637
noodler 12870
stranger_afa 693
bool_comb 9
email_filter 7
ltl_afa 3574
noodler 7966
stranger_afa 935
bool_comb 421
email_filter 261
ltl_afa 44
noodler 5639
stranger_afa 125
bool_comb 354
email_filter 407
ltl_afa 4438
noodler 3163
stranger_afa 285
bool_comb 452
email_filter 91
ltl_afa 3120
noodler 5647
stranger_afa 3483
bool_comb 645
email_filter 472
ltl_afa 6622
noodler 6740
stranger_afa 4044
bool_comb 200
email_filter 413
ltl_afa 2448
noodler 2819
stranger_afa 844
bool_comb 65
email_filter 145
ltl_afa 1366
noodler 9394
stranger_afa 308
bool_comb 171
email_filter 90
ltl_afa 6852
noodler 7975
stranger_afa 241
bool_comb 327
email_filter 436
ltl_afa 6085
noodler 12521
stranger_afa 401
bool_comb 68
email_filter 455
ltl_afa 2704
noodler 11584
stranger_afa 1021
bool_comb 629
email_filter 334
ltl_afa 3892
noodler 13316
stranger_afa 1874
bool_comb 154
email_filter 154
ltl_afa 5538
noodler 10843
stranger_afa 2925
bool_comb 296
email_filter 297
ltl_afa 3215
noodler 5719
stranger_afa 586
bool_comb 269
email_filter 16
ltl_afa 2910
noodler 11164
stranger_afa 3012
bool_comb 26
email_filter 188
ltl_afa 7082
noodler 12059
stranger_afa 1907
bool_comb 322
email_filter 143
ltl_afa 1544
noodler 11427
stranger_afa 1851
bool_comb 355
email_filter 406
ltl_afa 1459
noodler 10082
stranger_afa 1764
bool_comb 166
email_filter 223
ltl_afa 1313
noodler 2721
stranger_afa 2858
bool_comb 632
email_filter 187
ltl_afa 5787
noodler 8973
stranger_afa 3550
bool_comb 93
email_filter 449
ltl_afa 2562
noodler 11761
stranger_afa 538
bool_comb 69
email_filter 109
ltl_afa 2779
noodler 6735
stranger_afa 2463
bool_comb 105
email_filter 440
ltl_afa 1749
noodler 11855
stranger_afa 649
bool_comb 127
email_filter 451
ltl_afa 6895
noodler 370
stranger_afa 2742
bool_comb 529
email_filter 278
ltl_afa 1477
noodler 7370
stranger_afa 1019
bool_comb 165
email_filter 382
ltl_afa 5188
noodler 2977
stranger_afa 2321
bool_comb 221
email_filter 46
ltl_afa 1495
noodler 7960
stranger_afa 1885
bool_comb 214
email_filter 374
ltl_afa 5401
noodler 492
stranger_afa 2845
bool_comb 389
email_filter 241
ltl_afa 3434
noodler 4697
stranger_afa 532
bool_comb 281
email_filter 397
ltl_afa 1062
noodler 8320
stranger_afa 792
bool_comb 429
email_filter 348
ltl_afa 4082
noodler 8778
stranger_afa 845
bool_comb 635
email_filter 96
ltl_afa 2716
noodler 3882
stranger_afa 534
bool_comb 597
email_filter 224
ltl_afa 6273
noodler 7503
stranger_afa 3588
bool_comb 278
email_filter 324
ltl_afa 869
noodler 9935
stranger_afa 1427
bool_comb 604
email_filter 369
ltl_afa 2027
noodler 658
stranger_afa 60
bool_comb 249
email_filter 71
ltl_afa 4662
noodler 12261
stranger_afa 3950
bool_comb 202
email_filter 316
ltl_afa 2457
noodler 6309
stranger_afa 3448
bool_comb 564
email_filter 375
ltl_afa 2944
noodler 10688
stranger_afa 2141
bool_comb 326
email_filter 172
ltl_afa 2807
noodler 1393
stranger_afa 3037
bool_comb 368
email_filter 279
ltl_afa 4938
noodler 6718
stranger_afa 615
bool_comb 606
email_filter 311
ltl_afa 338
noodler 67
stranger_afa 1922
bool_comb 160
email_filter 474
ltl_afa 6522
noodler 4539
stranger_afa 3852
bool_comb 302
email_filter 307
ltl_afa 7084
noodler 13353
stranger_afa 848
bool_comb 159
email_filter 497
ltl_afa 4520
noodler 3729
stranger_afa 2007
bool_comb 510
email_filter 68
ltl_afa 4483
noodler 4982
stranger_afa 1284
bool_comb 541
email_filter 180
ltl_afa 1842
noodler 798
stranger_afa 1743
bool_comb 212
email_filter 485
ltl_afa 4754
noodler 10012
stranger_afa 1094
bool_comb 570
email_filter 123
ltl_afa 2934
noodler 12792
stranger_afa 44
bool_comb 30
email_filter 387
ltl_afa 5559
noodler 7578
stranger_afa 2629
bool_comb 372
email_filter 257
ltl_afa 5962
noodler 12922
stranger_afa 2741
bool_comb 285
email_filter 252
ltl_afa 54
noodler 5353
stranger_afa 3083
bool_comb 59
email_filter 119
ltl_afa 515
noodler 605
stranger_afa 1846
bool_comb 512
email_filter 419
ltl_afa 4107
noodler 11656
stranger_afa 886
bool_comb 621
email_filter 319
ltl_afa 4784
noodler 971
stranger_afa 276
bool_comb 192
email_filter 23
ltl_afa 4992
noodler 9823
stranger_afa 3126
bool_comb 644
email_filter 167
ltl_afa 309
noodler 4335
stranger_afa 2210
bool_comb 291
email_filter 478
ltl_afa 3761
noodler 2365
stranger_afa 1422
bool_comb 293
email_filter 183
ltl_afa 3855
noodler 8143
stranger_afa 2642
bool_comb 427
email_filter 66
ltl_afa 4814
noodler 9189
stranger_afa 1346
bool_comb 652
email_filter 125
ltl_afa 1153
noodler 6826
stranger_afa 138
bool_comb 579
email_filter 483
ltl_afa 240
noodler 921
stranger_afa 1623
bool_comb 484
email_filter 209
ltl_afa 2635
noodler 13365
stranger_afa 2666
bool_comb 260
email_filter 323
ltl_afa 2625
noodler 5035
stranger_afa 2701
bool_comb 244
email_filter 410
ltl_afa 3282
noodler 3139
stranger_afa 2818
bool_comb 106
email_filter 380
ltl_afa 693
noodler 9423
stranger_afa 737
bool_comb 420
email_filter 371
ltl_afa 2624
noodler 701
stranger_afa 49
bool_comb 414
email_filter 489
ltl_afa 2790
noodler 1533
stranger_afa 580
bool_comb 480
email_filter 353
ltl_afa 4512
noodler 9066
stranger_afa 2647
bool_comb 83
email_filter 235
ltl_afa 1324
noodler 10245
stranger_afa 2717
bool_comb 483
email_filter 242
ltl_afa 4780
noodler 12981
stranger_afa 2117
bool_comb 401
email_filter 459
ltl_afa 3313
noodler 1271
stranger_afa 1310
bool_comb 130
email_filter 237
ltl_afa 6430
noodler 4120
stranger_afa 1860
bool_comb 44
email_filter 135
ltl_afa 6902
noodler 3669
stranger_afa 2728
bool_comb 331
email_filter 202
ltl_afa 3882
noodler 11851
stranger_afa 3001
bool_comb 599
email_filter 191
ltl_afa 3192
noodler 1947
stranger_afa 1987
bool_comb 173
email_filter 446
ltl_afa 3480
noodler 4393
stranger_afa 373
bool_comb 300
email_filter 496
ltl_afa 2198
noodler 8972
stranger_afa 3350
bool_comb 476
email_filter 479
ltl_afa 5405
noodler 2434
stranger_afa 2380
bool_comb 533
email_filter 258
ltl_afa 5050
noodler 10227
stranger_afa 535
bool_comb 528
email_filter 88
ltl_afa 2729
noodler 2081
stranger_afa 857
bool_comb 252
email_filter 468
ltl_afa 5887
noodler 6109
stranger_afa 2438
bool_comb 139
email_filter 136
ltl_afa 5642
noodler 1349
stranger_afa 2444
bool_comb 506
email_filter 490
ltl_afa 2037
noodler 7615
stranger_afa 2428
bool_comb 169
email_filter 230
ltl_afa 190
noodler 1402
stranger_afa 1327
bool_comb 8
email_filter 72
ltl_afa 2002
noodler 8107
stranger_afa 2815
bool_comb 182
email_filter 476
ltl_afa 3781
noodler 6752
stranger_afa 2358
bool_comb 448
email_filter 320
ltl_afa 16
noodler 13529
stranger_afa 786
bool_comb 163
email_filter 175
ltl_afa 1221
noodler 5114
stranger_afa 207
bool_comb 587
email_filter 450
ltl_afa 1049
noodler 426
stranger_afa 4018
bool_comb 147
email_filter 147
ltl_afa 1467
noodler 801
stranger_afa 1390
bool_comb 316
email_filter 92
ltl_afa 4821
noodler 12664
stranger_afa 2930
bool_comb 353
email_filter 281
ltl_afa 500
noodler 13162
stranger_afa 3812
bool_comb 137
email_filter 362
ltl_afa 1554
noodler 10716
stranger_afa 2037
bool_comb 465
email_filter 357
ltl_afa 3157
noodler 11326
stranger_afa 3802
bool_comb 543
email_filter 245
ltl_afa 4500
noodler 1084
stranger_afa 4027
bool_comb 6
email_filter 366
ltl_afa 1891
noodler 4530
stranger_afa 3755
bool_comb 563
email_filter 190
ltl_afa 1905
noodler 3433
stranger_afa 2275
bool_comb 583
email_filter 76
ltl_afa 4552
noodler 12209
stranger_afa 2699
bool_comb 108
email_filter 156
ltl_afa 4673
noodler 6533
stranger_afa 3233
bool_comb 119
email_filter 471
ltl_afa 1699
noodler 2038
stranger_afa 884
bool_comb 617
email_filter 347
ltl_afa 6838
noodler 5023
stranger_afa 2969
bool_comb 530
email_filter 318
ltl_afa 6074
noodler 8587
stranger_afa 2652
bool_comb 490
email_filter 249
ltl_afa 2383
noodler 7531
stranger_afa 793
bool_comb 436
email_filter 65
ltl_afa 2394
noodler 10881
stranger_afa 3359
bool_comb 393
email_filter 200
ltl_afa 267
noodler 5467
stranger_afa 1350
bool_comb 67
email_filter 285
ltl_afa 3563
noodler 8730
stranger_afa 2565
bool_comb 175
email_filter 493
ltl_afa 2203
noodler 1295
stranger_afa 171
bool_comb 442
email_filter 432
ltl_afa 1924
noodler 6239
stranger_afa 302
bool_comb 488
email_filter 388
ltl_afa 5997
noodler 12919
stranger_afa 1331
bool_comb 573
email_filter 368
ltl_afa 3021
noodler 6044
stranger_afa 1405
bool_comb 498
email_filter 405
ltl_afa 882
noodler 128
stranger_afa 3553
bool_comb 556
email_filter 21
ltl_afa 5521
noodler 3540
stranger_afa 3388
bool_comb 523
email_filter 423
ltl_afa 6892
noodler 13307
stranger_afa 2223
bool_comb 190
email_filter 79
ltl_afa 5585
noodler 11924
stranger_afa 2461
bool_comb 600
email_filter 355
ltl_afa 6129
noodler 12633
stranger_afa 1968
bool_comb 27
email_filter 45
ltl_afa 3777
noodler 10353
stranger_afa 3635
bool_comb 277
email_filter 56
ltl_afa 2818
noodler 12622
stranger_afa 748
bool_comb 350
email_filter 193
ltl_afa 1146
noodler 3752
stranger_afa 3953
bool_comb 440
email_filter 301
ltl_afa 1959
noodler 2310
stranger_afa 1936
bool_comb 419
email_filter 153
ltl_afa 1198
noodler 8880
stranger_afa 3788
bool_comb 232
email_filter 12
ltl_afa 1162
noodler 9879
stranger_afa 719
bool_comb 415
email_filter 274
ltl_afa 2199
noodler 4161
stranger_afa 1596
bool_comb 120
email_filter 132
ltl_afa 7020
noodler 13449
stranger_afa 2326
bool_comb 596
email_filter 20
ltl_afa 2443
noodler 8914
stranger_afa 3112
bool_comb 444
email_filter 339
ltl_afa 399
noodler 7555
stranger_afa 3153
bool_comb 172
email_filter 360
ltl_afa 6461
noodler 10746
stranger_afa 3474
bool_comb 275
email_filter 74
ltl_afa 6119
noodler 4612
stranger_afa 708
bool_comb 531
email_filter 53
ltl_afa 3772
noodler 8147
stranger_afa 545
bool_comb 515
email_filter 392
ltl_afa 406
noodler 12670
stranger_afa 1247
bool_comb 366
email_filter 310
ltl_afa 4163
noodler 6428
stranger_afa 2524
bool_comb 638
email_filter 106
ltl_afa 2705
noodler 5953
stranger_afa 3779
bool_comb 351
email_filter 457
ltl_afa 58
